qty_waste,timestamp,plant_id,depot_id,route_id,qty_waste,qty_waste,temperature_at_check,handling_condition,batch_id,shift,notes,soft_white,high_energy_brown,whole_grain_loaf,low_gi_seed_loaf
WST_309222,2025-04-07 08:24:32,Shepperton_Plant,Chinhoyi,RT_CHI_01,150,Returned Unsold,27.5,Poor stacking,,Morning,Issue due to poor stacking,0,0,0,11
WST_309223,2025-02-03 05:30:42,Shepperton_Plant,Murehwa,RT_MUR_01,56,Quality Failure,26.7,Overloaded crates,BATCH_28658,Night,Issue due to overloaded crates,0,0,0,51
WST_309224,2025-01-10 07:01:54,Shepperton_Plant,Murehwa,RT_MUR_01,49,Quality Failure,27.7,Rough handling,,Afternoon,Issue due to rough handling,0,0,98,71
WST_309225,2025-05-25 17:53:14,Shepperton_Plant,Hatcliff,RT_HAT_01,79,Quality Failure,19.0,Rough handling,BATCH_28114,Night,Issue due to rough handling,0,111,59,0
WST_309226,2025-04-15 01:21:39,Shepperton_Plant,Murehwa,RT_MUR_01,8,Quality Failure,21.2,Poor stacking,BATCH_17121,Afternoon,Issue due to poor stacking,0,83,0,184
WST_309227,2025-07-12 04:28:40,Shepperton_Plant,Chinhoyi,RT_CHI_02,44,Quality Failure,30.9,Overloaded crates,,Night,Issue due to overloaded crates,64,36,0,0
WST_309228,2025-04-20 08:46:08,Shepperton_Plant,Bindura,RT_BIN_01,72,Quality Failure,21.8,Overloaded crates,,Night,Issue due to overloaded crates,0,28,0,0
WST_309229,2025-02-07 13:48:52,Shepperton_Plant,Bindura,RT_BIN_01,238,Returned Unsold,31.6,Delayed offloading,BATCH_27689,Morning,Issue due to delayed offloading,116,0,0,0
WST_309230,2025-04-05 07:00:36,Shepperton_Plant,Chinhoyi,RT_CHI_01,120,Returned Unsold,22.5,Poor stacking,BATCH_19881,Afternoon,Issue due to poor stacking,0,31,37,0
WST_309231,2025-06-28 16:33:45,Shepperton_Plant,Chegutu,RT_CHE_02,12,Expired Waste,21.4,Poor stacking,BATCH_10735,Morning,Expired before sale,71,20,0,0
WST_309232,2025-02-18 23:31:14,Shepperton_Plant,Chinhoyi,RT_CHI_01,40,Expired Waste,25.3,Good,BATCH_22400,Morning,Expired before sale,0,24,0,0
WST_309233,2025-03-21 16:47:57,Shepperton_Plant,Mutare,RT_MUT_02,6,Quality Failure,30.6,Good,BATCH_28266,Night,Routine waste inspection,0,0,53,59
WST_309234,2025-05-01 06:11:24,Shepperton_Plant,Harare,RT_HAR_03,91,Damaged,27.1,Delayed offloading,BATCH_13218,Night,Issue due to delayed offloading,108,0,0,0
WST_309235,2025-01-01 20:37:11,Shepperton_Plant,Harare,RT_HAR_02,239,Quality Failure,31.8,Overloaded crates,,Night,Issue due to overloaded crates,0,0,39,0
WST_309236,2025-04-08 16:52:37,Shepperton_Plant,Mutare,RT_MUT_02,154,Quality Failure,31.5,Poor stacking,BATCH_29070,Night,Issue due to poor stacking,143,0,0,0
WST_309237,2025-02-09 18:09:15,Shepperton_Plant,Harare,RT_HAR_01,187,Quality Failure,29.8,Delayed offloading,BATCH_21519,Night,Issue due to delayed offloading,0,0,121,0
WST_309238,2025-03-16 22:02:53,Shepperton_Plant,Murehwa,RT_MUR_01,41,Returned Unsold,19.4,Poor stacking,,Morning,Issue due to poor stacking,0,0,74,90
WST_309239,2025-06-21 19:10:41,Shepperton_Plant,Murehwa,RT_MUR_01,19,Returned Unsold,23.8,Delayed offloading,,Night,Issue due to delayed offloading,0,6,0,9
WST_309240,2025-05-15 15:48:09,Shepperton_Plant,Murehwa,RT_MUR_01,94,Quality Failure,24.3,Good,,Night,Routine waste inspection,177,0,58,0
WST_309241,2025-06-04 15:37:20,Shepperton_Plant,Mutare,RT_MUT_02,131,Returned Unsold,31.4,Delayed offloading,BATCH_13972,Afternoon,Issue due to delayed offloading,0,0,115,0
WST_309242,2025-05-31 16:29:14,Shepperton_Plant,Harare,RT_HAR_03,244,Expired Waste,28.5,Good,BATCH_24852,Afternoon,Expired before sale,0,0,139,135
WST_309243,2025-04-28 01:42:39,Shepperton_Plant,Mutare,RT_MUT_02,194,Returned Unsold,30.5,Good,,Morning,Routine waste inspection,0,0,0,170
WST_309244,2025-01-13 11:43:57,Shepperton_Plant,Hatcliff,RT_HAT_01,182,Returned Unsold,29.6,Rough handling,,Night,Issue due to rough handling,23,0,10,0
WST_309245,2025-02-08 00:18:41,Shepperton_Plant,Murehwa,RT_MUR_01,247,Returned Unsold,22.8,Good,,Night,Routine waste inspection,158,0,0,0
WST_309246,2025-02-10 06:06:23,Shepperton_Plant,Murehwa,RT_MUR_01,52,Expired Waste,31.9,Poor stacking,BATCH_13886,Morning,Expired before sale,0,25,0,42
WST_309247,2025-04-13 22:13:32,Shepperton_Plant,Bindura,RT_BIN_01,8,Expired Waste,25.7,Rough handling,,Morning,Expired before sale,0,0,118,80
WST_309248,2025-04-14 05:42:37,Shepperton_Plant,Murehwa,RT_MUR_01,193,Returned Unsold,20.1,Delayed offloading,BATCH_12632,Night,Issue due to delayed offloading,82,29,0,0
WST_309249,2025-06-06 07:59:25,Shepperton_Plant,Chegutu,RT_CHE_01,83,Returned Unsold,21.2,Good,BATCH_15908,Night,Routine waste inspection,0,0,30,28
WST_309250,2025-03-03 00:30:25,Shepperton_Plant,Hatcliff,RT_HAT_01,38,Damaged,26.5,Rough handling,,Night,Issue due to rough handling,148,49,0,0
WST_309251,2025-05-16 06:39:48,Shepperton_Plant,Harare,RT_HAR_02,5,Expired Waste,20.4,Delayed offloading,,Morning,Expired before sale,0,0,18,27
WST_309252,2025-02-16 10:53:02,Shepperton_Plant,Harare,RT_HAR_03,138,Damaged,20.1,Rough handling,BATCH_16592,Afternoon,Issue due to rough handling,86,0,44,0
WST_309253,2025-05-03 18:02:15,Shepperton_Plant,Chinhoyi,RT_CHI_01,60,Expired Waste,22.3,Poor stacking,,Afternoon,Expired before sale,120,0,0,0
WST_309254,2025-01-01 13:36:24,Shepperton_Plant,Chinhoyi,RT_CHI_01,134,Returned Unsold,27.1,Overloaded crates,BATCH_16913,Night,Issue due to overloaded crates,36,0,0,0
WST_309255,2025-07-29 09:00:00,Shepperton_Plant,Hatcliff,RT_HAT_02,116,Damaged,19.8,Delayed offloading,BATCH_20584,Night,Issue due to delayed offloading,0,42,0,86
WST_309256,2025-03-18 18:36:21,Shepperton_Plant,Murehwa,RT_MUR_01,141,Quality Failure,18.4,Overloaded crates,BATCH_24148,Afternoon,Issue due to overloaded crates,139,0,77,0
WST_309257,2025-07-09 18:37:56,Shepperton_Plant,Chegutu,RT_CHE_02,230,Returned Unsold,18.0,Overloaded crates,,Night,Issue due to overloaded crates,0,15,0,0
WST_309258,2025-05-12 16:29:47,Shepperton_Plant,Bindura,RT_BIN_01,27,Expired Waste,20.2,Good,BATCH_13992,Afternoon,Expired before sale,121,0,0,103
WST_309259,2025-06-25 03:17:44,Shepperton_Plant,Mutare,RT_MUT_02,27,Returned Unsold,31.4,Poor stacking,,Morning,Issue due to poor stacking,69,0,0,0
WST_309260,2025-07-13 14:29:55,Shepperton_Plant,Bindura,RT_BIN_01,55,Damaged,22.4,Good,BATCH_16741,Afternoon,Routine waste inspection,0,94,0,0
WST_309261,2025-05-07 13:35:49,Shepperton_Plant,Bindura,RT_BIN_01,80,Damaged,24.9,Rough handling,BATCH_29674,Morning,Issue due to rough handling,30,0,0,0
WST_309262,2025-01-19 02:01:58,Shepperton_Plant,Bindura,RT_BIN_01,92,Returned Unsold,26.2,Delayed offloading,BATCH_22403,Afternoon,Issue due to delayed offloading,40,0,0,0
WST_309263,2025-07-23 13:30:02,Shepperton_Plant,Harare,RT_HAR_01,21,Expired Waste,29.3,Rough handling,BATCH_13013,Afternoon,Expired before sale,0,0,0,277
WST_309264,2025-05-15 15:48:14,Shepperton_Plant,Bindura,RT_BIN_01,158,Expired Waste,28.8,Delayed offloading,BATCH_14835,Afternoon,Expired before sale,0,0,0,237
WST_309265,2025-05-03 19:36:57,Shepperton_Plant,Harare,RT_HAR_03,145,Quality Failure,30.4,Poor stacking,,Morning,Issue due to poor stacking,0,0,50,66
WST_309266,2025-02-08 08:28:43,Shepperton_Plant,Mutare,RT_MUT_02,140,Expired Waste,24.8,Delayed offloading,,Afternoon,Expired before sale,37,0,0,46
WST_309267,2025-01-07 11:14:27,Shepperton_Plant,Bindura,RT_BIN_01,193,Damaged,26.0,Good,BATCH_20261,Afternoon,Routine waste inspection,0,45,0,56
WST_309268,2025-01-25 05:09:55,Shepperton_Plant,Murehwa,RT_MUR_01,79,Quality Failure,28.6,Good,BATCH_23796,Night,Routine waste inspection,0,0,121,119
WST_309269,2025-06-26 09:14:27,Shepperton_Plant,Murehwa,RT_MUR_01,225,Quality Failure,23.7,Overloaded crates,,Afternoon,Issue due to overloaded crates,0,86,80,0
WST_309270,2025-04-12 19:37:37,Shepperton_Plant,Mutare,RT_MUT_01,120,Quality Failure,26.7,Rough handling,,Afternoon,Issue due to rough handling,0,73,0,94
WST_309271,2025-04-05 21:06:30,Shepperton_Plant,Murehwa,RT_MUR_01,213,Expired Waste,28.1,Poor stacking,,Night,Expired before sale,88,0,0,0
WST_309272,2025-01-03 02:18:56,Shepperton_Plant,Chegutu,RT_CHE_02,186,Returned Unsold,20.7,Overloaded crates,,Night,Issue due to overloaded crates,0,66,0,0
WST_309273,2025-06-27 10:11:42,Shepperton_Plant,Chinhoyi,RT_CHI_01,231,Expired Waste,29.7,Overloaded crates,,Night,Expired before sale,0,0,59,0
WST_309274,2025-01-16 09:10:20,Shepperton_Plant,Chegutu,RT_CHE_02,171,Expired Waste,19.6,Overloaded crates,BATCH_25603,Morning,Expired before sale,0,74,66,0
WST_309275,2025-01-31 10:18:57,Shepperton_Plant,Harare,RT_HAR_03,103,Damaged,23.9,Delayed offloading,BATCH_26265,Morning,Issue due to delayed offloading,0,0,0,88
WST_309276,2025-05-18 13:11:00,Shepperton_Plant,Harare,RT_HAR_03,127,Damaged,26.4,Overloaded crates,,Morning,Issue due to overloaded crates,129,49,0,0
WST_309277,2025-02-18 09:56:45,Shepperton_Plant,Mutare,RT_MUT_02,57,Returned Unsold,30.0,Good,BATCH_15615,Afternoon,Routine waste inspection,0,0,0,293
WST_309278,2025-05-17 09:05:01,Shepperton_Plant,Chinhoyi,RT_CHI_01,174,Expired Waste,29.3,Delayed offloading,,Night,Expired before sale,5,0,0,7
WST_309279,2025-07-24 01:57:30,Shepperton_Plant,Chegutu,RT_CHE_01,201,Expired Waste,28.0,Rough handling,BATCH_24138,Afternoon,Expired before sale,0,0,0,140
WST_309280,2025-01-17 09:35:53,Shepperton_Plant,Chinhoyi,RT_CHI_02,51,Quality Failure,24.1,Delayed offloading,BATCH_12684,Night,Issue due to delayed offloading,0,0,0,152
WST_309281,2025-04-03 03:36:53,Shepperton_Plant,Hatcliff,RT_HAT_02,12,Returned Unsold,18.9,Rough handling,BATCH_20286,Morning,Issue due to rough handling,0,98,0,0
WST_309282,2025-02-04 16:17:24,Shepperton_Plant,Harare,RT_HAR_03,24,Damaged,27.5,Good,BATCH_15683,Afternoon,Routine waste inspection,0,82,0,0
WST_309283,2025-04-20 23:05:44,Shepperton_Plant,Mutare,RT_MUT_01,228,Expired Waste,18.3,Poor stacking,BATCH_14055,Night,Expired before sale,0,0,51,0
WST_309284,2025-02-10 09:17:09,Shepperton_Plant,Bindura,RT_BIN_01,130,Damaged,19.4,Poor stacking,BATCH_29246,Morning,Issue due to poor stacking,58,19,0,0
WST_309285,2025-03-17 19:49:41,Shepperton_Plant,Harare,RT_HAR_03,31,Damaged,26.6,Poor stacking,BATCH_29940,Night,Issue due to poor stacking,10,0,6,0
WST_309286,2025-03-07 19:32:01,Shepperton_Plant,Harare,RT_HAR_03,49,Expired Waste,18.4,Poor stacking,,Afternoon,Expired before sale,0,88,0,0
WST_309287,2025-03-30 02:48:32,Shepperton_Plant,Harare,RT_HAR_02,212,Expired Waste,26.3,Overloaded crates,BATCH_24093,Afternoon,Expired before sale,16,11,0,0
WST_309288,2025-07-04 17:41:41,Shepperton_Plant,Mutare,RT_MUT_02,174,Damaged,20.1,Poor stacking,,Afternoon,Issue due to poor stacking,0,25,0,0
WST_309289,2025-06-07 23:48:41,Shepperton_Plant,Chinhoyi,RT_CHI_02,17,Damaged,18.1,Delayed offloading,BATCH_17274,Morning,Issue due to delayed offloading,105,0,67,0
WST_309290,2025-06-18 05:14:16,Shepperton_Plant,Mutare,RT_MUT_01,84,Quality Failure,24.1,Poor stacking,,Night,Issue due to poor stacking,61,32,0,0
WST_309291,2025-04-05 07:00:37,Shepperton_Plant,Hatcliff,RT_HAT_01,99,Returned Unsold,24.4,Delayed offloading,BATCH_20470,Morning,Issue due to delayed offloading,0,112,0,0
WST_309292,2025-05-08 20:13:53,Shepperton_Plant,Hatcliff,RT_HAT_02,173,Returned Unsold,30.4,Good,,Morning,Routine waste inspection,0,55,0,113
WST_309293,2025-03-03 16:09:27,Shepperton_Plant,Harare,RT_HAR_02,186,Quality Failure,27.3,Good,BATCH_11840,Morning,Routine waste inspection,0,0,97,125
WST_309294,2025-06-11 17:03:35,Shepperton_Plant,Chegutu,RT_CHE_02,201,Quality Failure,27.4,Rough handling,BATCH_22035,Night,Issue due to rough handling,0,0,106,0
WST_309295,2025-03-26 20:13:15,Shepperton_Plant,Bindura,RT_BIN_01,155,Quality Failure,18.5,Delayed offloading,BATCH_17853,Afternoon,Issue due to delayed offloading,74,0,37,0
WST_309296,2025-07-12 18:13:09,Shepperton_Plant,Murehwa,RT_MUR_01,100,Quality Failure,25.5,Delayed offloading,BATCH_10967,Night,Issue due to delayed offloading,0,0,0,84
WST_309297,2025-03-03 03:37:02,Shepperton_Plant,Mutare,RT_MUT_01,156,Quality Failure,29.0,Poor stacking,,Night,Issue due to poor stacking,117,0,0,0
WST_309298,2025-07-18 13:23:01,Shepperton_Plant,Hatcliff,RT_HAT_02,87,Damaged,31.8,Overloaded crates,BATCH_21125,Night,Issue due to overloaded crates,0,0,0,201
WST_309299,2025-02-23 03:09:45,Shepperton_Plant,Chegutu,RT_CHE_01,122,Damaged,20.3,Rough handling,,Night,Issue due to rough handling,7,2,0,0
WST_309300,2025-03-08 15:40:51,Shepperton_Plant,Murehwa,RT_MUR_01,139,Expired Waste,25.9,Poor stacking,,Afternoon,Expired before sale,15,5,0,0
WST_309301,2025-03-25 20:05:20,Shepperton_Plant,Hatcliff,RT_HAT_02,161,Quality Failure,20.5,Delayed offloading,BATCH_27960,Afternoon,Issue due to delayed offloading,0,0,38,57
WST_309302,2025-03-31 08:05:42,Shepperton_Plant,Hatcliff,RT_HAT_02,128,Damaged,29.7,Delayed offloading,BATCH_18002,Morning,Issue due to delayed offloading,0,74,39,0
WST_309303,2025-03-31 12:21:42,Shepperton_Plant,Hatcliff,RT_HAT_01,115,Quality Failure,24.3,Good,BATCH_17962,Morning,Routine waste inspection,0,119,0,0
WST_309304,2025-07-05 14:53:47,Shepperton_Plant,Murehwa,RT_MUR_01,220,Returned Unsold,24.1,Delayed offloading,BATCH_17133,Afternoon,Issue due to delayed offloading,81,40,0,0
WST_309305,2025-06-12 12:29:07,Shepperton_Plant,Murehwa,RT_MUR_01,113,Returned Unsold,21.2,Rough handling,BATCH_17393,Night,Issue due to rough handling,0,44,45,0
WST_309306,2025-02-02 11:31:24,Shepperton_Plant,Mutare,RT_MUT_01,153,Damaged,28.5,Good,,Night,Routine waste inspection,0,108,0,0
WST_309307,2025-06-08 06:21:26,Shepperton_Plant,Hatcliff,RT_HAT_02,28,Damaged,20.4,Poor stacking,BATCH_21772,Morning,Issue due to poor stacking,0,113,0,0
WST_309308,2025-03-09 01:06:59,Shepperton_Plant,Bindura,RT_BIN_01,58,Returned Unsold,23.7,Delayed offloading,,Morning,Issue due to delayed offloading,0,0,9,0
WST_309309,2025-05-12 00:06:32,Shepperton_Plant,Murehwa,RT_MUR_01,145,Returned Unsold,24.0,Good,BATCH_21455,Afternoon,Routine waste inspection,0,0,0,31
WST_309310,2025-03-17 14:28:54,Shepperton_Plant,Chinhoyi,RT_CHI_01,17,Expired Waste,24.3,Rough handling,BATCH_11482,Afternoon,Expired before sale,42,0,0,31
WST_309311,2025-07-04 23:25:57,Shepperton_Plant,Bindura,RT_BIN_01,208,Damaged,25.2,Rough handling,BATCH_15017,Afternoon,Issue due to rough handling,0,0,0,180
WST_309312,2025-07-12 13:08:18,Shepperton_Plant,Hatcliff,RT_HAT_02,100,Expired Waste,29.2,Overloaded crates,BATCH_23900,Afternoon,Expired before sale,0,34,0,0
WST_309313,2025-06-01 04:48:40,Shepperton_Plant,Harare,RT_HAR_03,149,Returned Unsold,29.1,Delayed offloading,BATCH_17874,Morning,Issue due to delayed offloading,64,0,0,53
WST_309314,2025-06-14 13:24:08,Shepperton_Plant,Mutare,RT_MUT_02,64,Damaged,26.5,Overloaded crates,,Night,Issue due to overloaded crates,0,0,9,0
WST_309315,2025-06-08 16:20:25,Shepperton_Plant,Murehwa,RT_MUR_01,32,Expired Waste,22.9,Poor stacking,BATCH_19991,Afternoon,Expired before sale,0,0,0,13
WST_309316,2025-07-23 04:59:33,Shepperton_Plant,Bindura,RT_BIN_01,37,Quality Failure,31.9,Rough handling,,Afternoon,Issue due to rough handling,60,0,0,0
WST_309317,2025-05-25 13:47:10,Shepperton_Plant,Mutare,RT_MUT_02,206,Damaged,22.1,Good,,Afternoon,Routine waste inspection,35,19,0,0
WST_309318,2025-02-23 02:38:47,Shepperton_Plant,Harare,RT_HAR_03,28,Quality Failure,27.9,Poor stacking,BATCH_11786,Afternoon,Issue due to poor stacking,0,0,124,0
WST_309319,2025-06-27 13:08:30,Shepperton_Plant,Harare,RT_HAR_03,213,Expired Waste,19.2,Rough handling,,Afternoon,Expired before sale,78,0,0,0
WST_309320,2025-02-23 01:41:55,Shepperton_Plant,Chegutu,RT_CHE_02,182,Damaged,28.5,Good,,Morning,Routine waste inspection,0,92,0,99
WST_309321,2025-03-31 04:39:18,Shepperton_Plant,Murehwa,RT_MUR_01,214,Expired Waste,20.1,Poor stacking,BATCH_16371,Afternoon,Expired before sale,84,0,0,0
WST_309322,2025-02-03 18:09:56,Shepperton_Plant,Mutare,RT_MUT_02,143,Returned Unsold,31.5,Delayed offloading,,Afternoon,Issue due to delayed offloading,68,0,0,62
WST_309323,2025-01-23 04:26:36,Shepperton_Plant,Chegutu,RT_CHE_02,189,Expired Waste,26.3,Poor stacking,,Afternoon,Expired before sale,118,0,64,0
WST_309324,2025-06-10 22:20:21,Shepperton_Plant,Chegutu,RT_CHE_02,237,Expired Waste,29.1,Overloaded crates,,Afternoon,Expired before sale,0,0,49,48
WST_309325,2025-01-04 08:13:10,Shepperton_Plant,Chinhoyi,RT_CHI_01,176,Quality Failure,31.4,Delayed offloading,,Afternoon,Issue due to delayed offloading,0,0,0,99
WST_309326,2025-06-08 20:59:58,Shepperton_Plant,Bindura,RT_BIN_01,180,Damaged,24.8,Delayed offloading,BATCH_28783,Afternoon,Issue due to delayed offloading,0,0,15,12
WST_309327,2025-03-19 19:14:15,Shepperton_Plant,Hatcliff,RT_HAT_01,59,Damaged,19.0,Overloaded crates,,Morning,Issue due to overloaded crates,123,0,0,0
WST_309328,2025-01-15 15:08:54,Shepperton_Plant,Mutare,RT_MUT_02,137,Returned Unsold,22.9,Rough handling,BATCH_18223,Night,Issue due to rough handling,0,0,141,147
WST_309329,2025-02-18 19:33:55,Shepperton_Plant,Murehwa,RT_MUR_01,171,Returned Unsold,18.7,Good,BATCH_11330,Night,Routine waste inspection,0,0,0,299
WST_309330,2025-06-19 22:19:43,Shepperton_Plant,Chinhoyi,RT_CHI_01,19,Damaged,20.4,Poor stacking,,Night,Issue due to poor stacking,144,46,0,0
WST_309331,2025-05-10 18:49:11,Shepperton_Plant,Mutare,RT_MUT_02,201,Damaged,29.2,Overloaded crates,BATCH_17520,Night,Issue due to overloaded crates,0,9,0,11
WST_309332,2025-05-18 19:49:35,Shepperton_Plant,Chegutu,RT_CHE_01,198,Quality Failure,24.5,Rough handling,BATCH_25884,Morning,Issue due to rough handling,0,39,0,0
WST_309333,2025-06-26 23:37:13,Shepperton_Plant,Murehwa,RT_MUR_01,171,Quality Failure,26.9,Delayed offloading,,Night,Issue due to delayed offloading,0,0,43,53
WST_309334,2025-06-14 22:31:13,Shepperton_Plant,Chinhoyi,RT_CHI_02,206,Quality Failure,30.0,Overloaded crates,BATCH_22042,Afternoon,Issue due to overloaded crates,43,0,29,0
WST_309335,2025-04-09 11:10:41,Shepperton_Plant,Hatcliff,RT_HAT_01,201,Returned Unsold,19.4,Delayed offloading,BATCH_26720,Night,Issue due to delayed offloading,0,88,0,0
WST_309336,2025-05-02 06:44:21,Shepperton_Plant,Harare,RT_HAR_01,134,Quality Failure,27.6,Rough handling,BATCH_19843,Night,Issue due to rough handling,30,13,0,0
WST_309337,2025-06-23 03:56:46,Shepperton_Plant,Murehwa,RT_MUR_01,17,Returned Unsold,29.0,Rough handling,BATCH_16808,Afternoon,Issue due to rough handling,0,0,33,0
WST_309338,2025-05-15 15:32:55,Shepperton_Plant,Hatcliff,RT_HAT_01,113,Quality Failure,29.6,Rough handling,BATCH_19670,Night,Issue due to rough handling,0,0,0,23
WST_309339,2025-02-05 06:27:42,Shepperton_Plant,Murehwa,RT_MUR_01,221,Returned Unsold,20.3,Good,BATCH_29960,Morning,Routine waste inspection,31,0,13,0
WST_309340,2025-01-19 18:48:45,Shepperton_Plant,Murehwa,RT_MUR_01,121,Quality Failure,31.2,Rough handling,,Morning,Issue due to rough handling,96,0,0,79
WST_309341,2025-05-16 18:31:51,Shepperton_Plant,Harare,RT_HAR_01,209,Quality Failure,32.0,Overloaded crates,BATCH_27628,Night,Issue due to overloaded crates,0,0,73,0
WST_309342,2025-03-25 01:23:05,Shepperton_Plant,Murehwa,RT_MUR_01,100,Returned Unsold,19.8,Delayed offloading,BATCH_22647,Night,Issue due to delayed offloading,0,107,88,0
WST_309343,2025-01-24 11:57:25,Shepperton_Plant,Hatcliff,RT_HAT_01,197,Returned Unsold,26.6,Overloaded crates,BATCH_16887,Morning,Issue due to overloaded crates,0,0,81,80
WST_309344,2025-04-25 20:58:47,Shepperton_Plant,Murehwa,RT_MUR_01,66,Quality Failure,28.2,Delayed offloading,BATCH_17927,Morning,Issue due to delayed offloading,137,0,0,136
WST_309345,2025-03-22 13:55:11,Shepperton_Plant,Mutare,RT_MUT_02,242,Expired Waste,19.0,Poor stacking,BATCH_21071,Morning,Expired before sale,0,0,2,3
WST_309346,2025-06-01 11:37:42,Shepperton_Plant,Murehwa,RT_MUR_01,35,Returned Unsold,25.7,Delayed offloading,,Night,Issue due to delayed offloading,0,21,0,0
WST_309347,2025-06-17 03:42:04,Shepperton_Plant,Bindura,RT_BIN_01,164,Damaged,20.4,Rough handling,,Afternoon,Issue due to rough handling,0,71,0,100
WST_309348,2025-03-17 20:30:55,Shepperton_Plant,Chegutu,RT_CHE_02,166,Damaged,25.3,Rough handling,BATCH_19999,Morning,Issue due to rough handling,15,5,0,0
WST_309349,2025-05-26 11:23:41,Shepperton_Plant,Hatcliff,RT_HAT_01,125,Quality Failure,20.4,Overloaded crates,BATCH_19826,Morning,Issue due to overloaded crates,0,0,106,0
WST_309350,2025-03-06 13:44:39,Shepperton_Plant,Mutare,RT_MUT_01,138,Damaged,23.4,Rough handling,,Morning,Issue due to rough handling,0,0,14,21
WST_309351,2025-02-24 20:42:28,Shepperton_Plant,Murehwa,RT_MUR_01,12,Expired Waste,28.4,Overloaded crates,BATCH_14375,Afternoon,Expired before sale,0,79,79,0
WST_309352,2025-03-10 07:30:32,Shepperton_Plant,Chinhoyi,RT_CHI_02,12,Expired Waste,26.8,Overloaded crates,BATCH_24784,Morning,Expired before sale,47,0,0,0
WST_309353,2025-05-30 10:29:49,Shepperton_Plant,Harare,RT_HAR_02,222,Damaged,25.5,Rough handling,BATCH_20579,Night,Issue due to rough handling,0,69,0,0
WST_309354,2025-05-05 14:13:47,Shepperton_Plant,Chegutu,RT_CHE_01,211,Expired Waste,20.8,Overloaded crates,BATCH_14192,Morning,Expired before sale,0,0,0,40
WST_309355,2025-06-13 06:34:54,Shepperton_Plant,Chinhoyi,RT_CHI_02,15,Quality Failure,30.7,Overloaded crates,,Morning,Issue due to overloaded crates,0,135,0,148
WST_309356,2025-01-10 16:13:08,Shepperton_Plant,Mutare,RT_MUT_02,29,Expired Waste,27.2,Good,BATCH_19979,Morning,Expired before sale,0,131,0,152
WST_309357,2025-02-26 17:40:59,Shepperton_Plant,Bindura,RT_BIN_01,107,Quality Failure,29.2,Overloaded crates,BATCH_28468,Morning,Issue due to overloaded crates,0,0,14,0
WST_309358,2025-04-16 04:35:03,Shepperton_Plant,Murehwa,RT_MUR_01,234,Damaged,31.5,Rough handling,,Night,Issue due to rough handling,0,100,0,0
WST_309359,2025-04-04 21:42:04,Shepperton_Plant,Mutare,RT_MUT_01,153,Expired Waste,29.8,Poor stacking,BATCH_13055,Afternoon,Expired before sale,0,100,0,114
