qc_id,timestamp,batch_id,sku,parameter,value,pass_fail
QC_503495,2025-03-19,BATCH_23058,Soft white,moisture,1.17,pass
QC_503496,2025-01-15,BATCH_23610,Low GI Seed loaf,seal_strength,1.08,pass
QC_503497,2025-02-14,BATCH_20565,Whole grain loaf,temperature,0.88,fail
QC_503498,2025-04-12,BATCH_20915,High Energy Brown,temperature,1.1,pass
QC_503499,2025-01-02,BATCH_20790,High Energy Brown,seal_strength,1.06,pass
QC_503500,2025-02-20,BATCH_21771,Soft white,temperature,1.13,pass
QC_503501,2025-04-17,BATCH_23109,Whole grain loaf,moisture,0.98,pass
QC_503502,2025-01-02,BATCH_22350,Soft white,seal_strength,1.08,pass
QC_503503,2025-07-14,BATCH_22692,Soft white,weight,0.94,fail
QC_503504,2025-06-25,BATCH_24948,High Energy Brown,seal_strength,1.0,pass
QC_503505,2025-06-14,BATCH_21333,Soft white,weight,1.08,pass
QC_503506,2025-07-17,BATCH_24693,Whole grain loaf,temperature,0.98,pass
QC_503507,2025-01-18,BATCH_21413,Low GI Seed loaf,seal_strength,0.87,fail
QC_503508,2025-04-07,BATCH_22567,Low GI Seed loaf,weight,0.93,fail
QC_503509,2025-03-02,BATCH_24149,Whole grain loaf,weight,1.11,pass
QC_503510,2025-01-10,BATCH_21723,Soft white,seal_strength,1.1,pass
QC_503511,2025-07-15,BATCH_22044,Whole grain loaf,moisture,1.06,pass
QC_503512,2025-02-22,BATCH_21782,Whole grain loaf,temperature,1.16,pass
QC_503513,2025-07-02,BATCH_23198,Whole grain loaf,seal_strength,1.15,pass
QC_503514,2025-01-27,BATCH_22393,High Energy Brown,moisture,1.13,pass
QC_503515,2025-07-22,BATCH_23186,Whole grain loaf,weight,1.09,pass
QC_503516,2025-02-06,BATCH_25357,Soft white,weight,1.04,pass
QC_503517,2025-07-12,BATCH_24018,Soft white,temperature,1.05,pass
QC_503518,2025-05-13,BATCH_24424,Soft white,seal_strength,1.02,pass
QC_503519,2025-05-10,BATCH_25688,High Energy Brown,temperature,1.05,pass
QC_503520,2025-01-06,BATCH_21824,Whole grain loaf,seal_strength,0.92,fail
QC_503521,2025-03-25,BATCH_24851,High Energy Brown,weight,1.03,pass
QC_503522,2025-03-27,BATCH_25473,High Energy Brown,temperature,0.86,fail
QC_503523,2025-01-24,BATCH_22700,High Energy Brown,moisture,0.8,fail
QC_503524,2025-02-20,BATCH_21842,Low GI Seed loaf,temperature,0.98,pass
QC_503525,2025-04-13,BATCH_22413,High Energy Brown,moisture,1.11,pass
QC_503526,2025-04-11,BATCH_23899,Whole grain loaf,temperature,0.83,fail
QC_503527,2025-02-04,BATCH_21834,Whole grain loaf,seal_strength,1.04,pass
QC_503528,2025-01-21,BATCH_20500,Whole grain loaf,temperature,1.02,pass
QC_503529,2025-06-20,BATCH_24609,Whole grain loaf,weight,1.0,pass
QC_503530,2025-01-02,BATCH_23314,Whole grain loaf,weight,0.82,fail
QC_503531,2025-02-03,BATCH_22787,Low GI Seed loaf,moisture,0.97,pass
QC_503532,2025-07-23,BATCH_25051,Whole grain loaf,seal_strength,1.17,pass
QC_503533,2025-06-15,BATCH_24615,High Energy Brown,seal_strength,1.12,pass
QC_503534,2025-01-20,BATCH_25017,Low GI Seed loaf,temperature,0.82,fail
QC_503535,2025-04-18,BATCH_21119,Low GI Seed loaf,moisture,0.89,fail
QC_503536,2025-02-27,BATCH_20460,Soft white,moisture,1.08,pass
QC_503537,2025-02-12,BATCH_20102,Whole grain loaf,moisture,1.08,pass
QC_503538,2025-02-15,BATCH_20348,Soft white,moisture,1.14,pass
QC_503539,2025-03-13,BATCH_20051,Low GI Seed loaf,weight,0.93,fail
QC_503540,2025-03-10,BATCH_21011,Low GI Seed loaf,seal_strength,0.9,fail
QC_503541,2025-03-17,BATCH_21787,Soft white,weight,0.82,fail
QC_503542,2025-01-28,BATCH_23089,Low GI Seed loaf,temperature,1.11,pass
QC_503543,2025-06-10,BATCH_24806,Low GI Seed loaf,temperature,1.05,pass
QC_503544,2025-07-24,BATCH_23781,High Energy Brown,seal_strength,1.07,pass
QC_503545,2025-05-17,BATCH_22628,Low GI Seed loaf,moisture,1.02,pass
QC_503546,2025-03-07,BATCH_24786,Soft white,seal_strength,0.83,fail
QC_503547,2025-03-21,BATCH_23441,High Energy Brown,temperature,1.13,pass
QC_503548,2025-02-18,BATCH_20160,Low GI Seed loaf,seal_strength,1.01,pass
QC_503549,2025-07-06,BATCH_24349,Whole grain loaf,weight,1.0,pass
QC_503550,2025-02-13,BATCH_21786,Soft white,moisture,1.08,pass
QC_503551,2025-03-05,BATCH_21017,Whole grain loaf,seal_strength,0.83,fail
QC_503552,2025-06-08,BATCH_24304,Low GI Seed loaf,seal_strength,1.08,pass
QC_503553,2025-04-02,BATCH_23623,Low GI Seed loaf,seal_strength,1.07,pass
QC_503554,2025-01-08,BATCH_24968,High Energy Brown,moisture,1.13,pass
QC_503555,2025-07-16,BATCH_23901,Whole grain loaf,temperature,0.82,fail
QC_503556,2025-04-02,BATCH_24473,Whole grain loaf,temperature,1.13,pass
QC_503557,2025-01-24,BATCH_23166,High Energy Brown,weight,1.08,pass
QC_503558,2025-03-04,BATCH_21242,Low GI Seed loaf,moisture,0.81,fail
QC_503559,2025-03-24,BATCH_22624,High Energy Brown,moisture,0.83,fail
QC_503560,2025-05-08,BATCH_24738,High Energy Brown,seal_strength,0.9,fail
QC_503561,2025-05-06,BATCH_22214,Soft white,moisture,1.09,pass
QC_503562,2025-01-08,BATCH_21187,Whole grain loaf,weight,0.92,fail
QC_503563,2025-01-06,BATCH_21284,Whole grain loaf,moisture,0.84,fail
QC_503564,2025-05-01,BATCH_25063,Whole grain loaf,weight,1.18,pass
QC_503565,2025-02-02,BATCH_23519,Whole grain loaf,moisture,1.06,pass
QC_503566,2025-03-18,BATCH_20330,High Energy Brown,temperature,0.82,fail
QC_503567,2025-02-26,BATCH_21519,Whole grain loaf,weight,1.08,pass
QC_503568,2025-01-28,BATCH_23590,Soft white,temperature,0.88,fail
QC_503569,2025-01-07,BATCH_24695,Low GI Seed loaf,temperature,1.11,pass
QC_503570,2025-02-02,BATCH_21682,Soft white,seal_strength,1.09,pass
QC_503571,2025-03-15,BATCH_21573,Soft white,moisture,0.91,fail
QC_503572,2025-04-06,BATCH_25530,Low GI Seed loaf,weight,1.12,pass
QC_503573,2025-06-17,BATCH_24784,Whole grain loaf,seal_strength,0.81,fail
QC_503574,2025-06-02,BATCH_23565,High Energy Brown,weight,1.19,pass
QC_503575,2025-03-23,BATCH_24920,Whole grain loaf,temperature,0.89,fail
QC_503576,2025-06-11,BATCH_25604,Low GI Seed loaf,moisture,1.17,pass
QC_503577,2025-01-06,BATCH_21622,Low GI Seed loaf,weight,0.91,fail
QC_503578,2025-03-16,BATCH_20059,High Energy Brown,seal_strength,0.82,fail
QC_503579,2025-02-16,BATCH_24363,High Energy Brown,moisture,0.97,pass
QC_503580,2025-01-23,BATCH_20270,Soft white,moisture,1.16,pass
QC_503581,2025-02-21,BATCH_20642,Low GI Seed loaf,weight,1.0,pass
QC_503582,2025-04-26,BATCH_21454,Low GI Seed loaf,weight,0.97,pass
QC_503583,2025-05-19,BATCH_20052,High Energy Brown,seal_strength,1.06,pass
QC_503584,2025-05-14,BATCH_24302,Low GI Seed loaf,weight,1.14,pass
QC_503585,2025-03-19,BATCH_25601,Low GI Seed loaf,moisture,1.18,pass
QC_503586,2025-02-11,BATCH_25188,Soft white,seal_strength,1.02,pass
QC_503587,2025-07-01,BATCH_24362,Whole grain loaf,weight,0.8,fail
QC_503588,2025-04-12,BATCH_24783,Low GI Seed loaf,temperature,0.93,fail
QC_503589,2025-06-21,BATCH_25723,High Energy Brown,seal_strength,1.08,pass
QC_503590,2025-03-09,BATCH_20543,Low GI Seed loaf,temperature,0.88,fail
QC_503591,2025-01-16,BATCH_22407,Soft white,moisture,1.14,pass
QC_503592,2025-04-04,BATCH_20982,Soft white,moisture,0.89,fail
QC_503593,2025-07-27,BATCH_23711,Soft white,temperature,0.82,fail
QC_503594,2025-04-06,BATCH_20937,Soft white,temperature,1.03,pass
QC_503595,2025-02-05,BATCH_22739,Whole grain loaf,moisture,1.06,pass
QC_503596,2025-07-10,BATCH_21332,Low GI Seed loaf,moisture,1.0,pass
QC_503597,2025-01-04,BATCH_24424,Whole grain loaf,temperature,0.9,fail
QC_503598,2025-07-23,BATCH_22075,Whole grain loaf,weight,1.06,pass
QC_503599,2025-06-17,BATCH_25060,Whole grain loaf,moisture,0.99,pass
QC_503600,2025-01-27,BATCH_23495,Whole grain loaf,temperature,0.97,pass
QC_503601,2025-06-27,BATCH_21561,High Energy Brown,temperature,1.16,pass
QC_503602,2025-05-04,BATCH_20397,High Energy Brown,moisture,1.14,pass
QC_503603,2025-07-12,BATCH_24875,Soft white,seal_strength,1.11,pass
QC_503604,2025-06-06,BATCH_21773,Whole grain loaf,weight,1.05,pass
QC_503605,2025-05-26,BATCH_21785,High Energy Brown,weight,1.14,pass
QC_503606,2025-01-16,BATCH_20888,Soft white,moisture,0.86,fail
QC_503607,2025-07-14,BATCH_23832,Low GI Seed loaf,weight,1.05,pass
QC_503608,2025-04-27,BATCH_22475,High Energy Brown,weight,1.15,pass
QC_503609,2025-04-03,BATCH_21169,Whole grain loaf,weight,0.81,fail
QC_503610,2025-05-27,BATCH_24302,High Energy Brown,temperature,1.06,pass
QC_503611,2025-01-18,BATCH_20331,Whole grain loaf,temperature,1.2,pass
QC_503612,2025-04-02,BATCH_24129,Whole grain loaf,weight,1.02,pass
QC_503613,2025-06-18,BATCH_24126,Whole grain loaf,weight,0.97,pass
QC_503614,2025-02-01,BATCH_20692,Whole grain loaf,seal_strength,1.07,pass
QC_503615,2025-07-12,BATCH_24902,High Energy Brown,weight,0.99,pass
QC_503616,2025-03-17,BATCH_22802,Whole grain loaf,temperature,0.99,pass
QC_503617,2025-01-26,BATCH_20339,Low GI Seed loaf,moisture,1.07,pass
QC_503618,2025-01-09,BATCH_25910,High Energy Brown,moisture,1.04,pass
QC_503619,2025-03-01,BATCH_22323,Soft white,temperature,0.81,fail
QC_503620,2025-05-15,BATCH_21202,High Energy Brown,temperature,0.85,fail
QC_503621,2025-07-14,BATCH_23343,Low GI Seed loaf,temperature,1.06,pass
QC_503622,2025-03-10,BATCH_20204,Whole grain loaf,seal_strength,0.89,fail
QC_503623,2025-06-27,BATCH_22374,High Energy Brown,moisture,0.83,fail
QC_503624,2025-03-05,BATCH_24544,Low GI Seed loaf,weight,1.18,pass
QC_503625,2025-06-16,BATCH_20138,Whole grain loaf,weight,1.11,pass
QC_503626,2025-05-17,BATCH_21603,Soft white,seal_strength,0.9,fail
QC_503627,2025-07-04,BATCH_23358,Soft white,weight,0.85,fail
QC_503628,2025-05-27,BATCH_22508,High Energy Brown,moisture,1.08,pass
QC_503629,2025-01-27,BATCH_21438,Soft white,moisture,1.17,pass
QC_503630,2025-02-11,BATCH_25059,Whole grain loaf,temperature,0.95,pass
QC_503631,2025-06-15,BATCH_21075,Soft white,weight,0.97,pass
QC_503632,2025-04-04,BATCH_21397,Soft white,weight,0.87,fail
QC_503633,2025-01-22,BATCH_25633,Soft white,moisture,1.03,pass
QC_503634,2025-02-18,BATCH_21030,Low GI Seed loaf,temperature,0.92,fail
QC_503635,2025-05-08,BATCH_20438,Whole grain loaf,temperature,1.1,pass
QC_503636,2025-03-15,BATCH_25516,Soft white,temperature,0.86,fail
QC_503637,2025-05-25,BATCH_22731,High Energy Brown,weight,1.0,pass
QC_503638,2025-06-14,BATCH_23061,Whole grain loaf,temperature,0.84,fail
QC_503639,2025-01-06,BATCH_24795,High Energy Brown,weight,0.89,fail
QC_503640,2025-05-16,BATCH_24436,Soft white,seal_strength,1.11,pass
QC_503641,2025-05-25,BATCH_23603,Low GI Seed loaf,weight,0.82,fail
QC_503642,2025-04-17,BATCH_23023,High Energy Brown,weight,0.92,fail
QC_503643,2025-04-28,BATCH_23413,Low GI Seed loaf,weight,0.85,fail
QC_503644,2025-07-21,BATCH_25295,Whole grain loaf,weight,1.18,pass
QC_503645,2025-05-23,BATCH_25509,Low GI Seed loaf,moisture,0.87,fail
QC_503646,2025-04-27,BATCH_24363,High Energy Brown,moisture,0.9,fail
QC_503647,2025-05-01,BATCH_22168,Whole grain loaf,weight,0.85,fail
QC_503648,2025-03-03,BATCH_20096,Whole grain loaf,temperature,1.15,pass
QC_503649,2025-06-13,BATCH_21231,High Energy Brown,temperature,0.93,fail
QC_503650,2025-01-07,BATCH_25076,Whole grain loaf,temperature,0.82,fail
QC_503651,2025-04-13,BATCH_24944,Low GI Seed loaf,seal_strength,1.1,pass
QC_503652,2025-01-10,BATCH_21720,Soft white,moisture,1.04,pass
QC_503653,2025-07-02,BATCH_25908,Low GI Seed loaf,moisture,1.19,pass
QC_503654,2025-02-04,BATCH_20996,Soft white,seal_strength,0.81,fail
QC_503655,2025-06-12,BATCH_23789,Low GI Seed loaf,moisture,0.98,pass
QC_503656,2025-01-09,BATCH_24140,Soft white,seal_strength,1.15,pass
QC_503657,2025-02-27,BATCH_24066,Whole grain loaf,temperature,1.19,pass
QC_503658,2025-01-22,BATCH_20822,High Energy Brown,moisture,0.84,fail
QC_503659,2025-01-18,BATCH_20414,Soft white,seal_strength,1.0,pass
QC_503660,2025-05-13,BATCH_23495,Low GI Seed loaf,weight,0.86,fail
QC_503661,2025-05-05,BATCH_20891,Low GI Seed loaf,moisture,1.08,pass
QC_503662,2025-02-25,BATCH_20564,Whole grain loaf,seal_strength,0.9,fail
QC_503663,2025-07-18,BATCH_20381,Soft white,weight,1.03,pass
QC_503664,2025-05-04,BATCH_20206,High Energy Brown,seal_strength,1.01,pass
QC_503665,2025-02-20,BATCH_22908,Soft white,moisture,0.96,pass
QC_503666,2025-06-13,BATCH_24764,Soft white,weight,1.15,pass
QC_503667,2025-05-27,BATCH_25692,Low GI Seed loaf,temperature,1.05,pass
QC_503668,2025-04-06,BATCH_23729,High Energy Brown,weight,0.85,fail
QC_503669,2025-05-02,BATCH_24578,Low GI Seed loaf,temperature,0.99,pass
QC_503670,2025-01-08,BATCH_23741,Whole grain loaf,moisture,1.06,pass
QC_503671,2025-06-16,BATCH_23161,Soft white,weight,1.04,pass
QC_503672,2025-05-24,BATCH_20831,High Energy Brown,seal_strength,0.88,fail
QC_503673,2025-07-09,BATCH_23814,High Energy Brown,weight,0.92,fail
QC_503674,2025-01-25,BATCH_23905,Soft white,weight,1.19,pass
QC_503675,2025-07-07,BATCH_23159,Low GI Seed loaf,temperature,0.96,pass
QC_503676,2025-03-28,BATCH_21966,Low GI Seed loaf,seal_strength,0.92,fail
QC_503677,2025-03-05,BATCH_21639,Low GI Seed loaf,temperature,1.01,pass
QC_503678,2025-06-27,BATCH_23795,High Energy Brown,moisture,1.08,pass
QC_503679,2025-04-20,BATCH_23544,Soft white,moisture,0.8,fail
QC_503680,2025-04-11,BATCH_24126,Soft white,moisture,1.14,pass
QC_503681,2025-02-27,BATCH_21118,High Energy Brown,temperature,0.92,fail
QC_503682,2025-02-03,BATCH_25887,Low GI Seed loaf,moisture,0.88,fail
QC_503683,2025-03-15,BATCH_21479,High Energy Brown,temperature,0.87,fail
QC_503684,2025-02-09,BATCH_21649,Soft white,moisture,0.81,fail
QC_503685,2025-04-10,BATCH_20089,High Energy Brown,seal_strength,1.11,pass
QC_503686,2025-02-12,BATCH_21073,Low GI Seed loaf,temperature,0.92,fail
QC_503687,2025-02-19,BATCH_22872,Whole grain loaf,seal_strength,1.18,pass
QC_503688,2025-02-03,BATCH_22026,Soft white,temperature,0.89,fail
QC_503689,2025-03-07,BATCH_22479,Whole grain loaf,weight,1.17,pass
QC_503690,2025-06-04,BATCH_21234,Soft white,seal_strength,1.04,pass
QC_503691,2025-02-21,BATCH_22075,Low GI Seed loaf,temperature,1.11,pass
QC_503692,2025-06-09,BATCH_23438,Low GI Seed loaf,temperature,1.04,pass
QC_503693,2025-03-22,BATCH_24807,Soft white,moisture,0.95,pass
QC_503694,2025-02-28,BATCH_23035,High Energy Brown,moisture,1.18,pass
QC_503695,2025-07-10,BATCH_24235,Soft white,seal_strength,1.11,pass
QC_503696,2025-01-18,BATCH_22894,Soft white,moisture,1.01,pass
QC_503697,2025-06-28,BATCH_25918,High Energy Brown,moisture,0.82,fail
QC_503698,2025-05-18,BATCH_21626,High Energy Brown,temperature,0.95,fail
QC_503699,2025-05-14,BATCH_24842,Soft white,temperature,0.86,fail
QC_503700,2025-07-09,BATCH_22898,High Energy Brown,seal_strength,0.98,pass
QC_503701,2025-04-02,BATCH_25098,Whole grain loaf,temperature,0.96,pass
QC_503702,2025-04-03,BATCH_21075,Soft white,temperature,1.05,pass
QC_503703,2025-04-04,BATCH_20700,Whole grain loaf,weight,0.96,pass
QC_503704,2025-04-18,BATCH_24454,High Energy Brown,weight,1.1,pass
QC_503705,2025-03-18,BATCH_25536,Whole grain loaf,seal_strength,0.84,fail
QC_503706,2025-07-18,BATCH_24940,Whole grain loaf,seal_strength,0.87,fail
QC_503707,2025-06-03,BATCH_20955,Soft white,seal_strength,0.99,pass
QC_503708,2025-05-28,BATCH_25518,High Energy Brown,weight,1.02,pass
QC_503709,2025-04-13,BATCH_24727,Soft white,moisture,1.0,pass
QC_503710,2025-07-17,BATCH_20742,Whole grain loaf,moisture,1.02,pass
QC_503711,2025-05-07,BATCH_20259,Soft white,weight,0.89,fail
QC_503712,2025-05-09,BATCH_22920,Whole grain loaf,moisture,1.16,pass
QC_503713,2025-02-16,BATCH_21419,High Energy Brown,temperature,0.88,fail
QC_503714,2025-01-13,BATCH_23162,Low GI Seed loaf,temperature,0.91,fail
QC_503715,2025-02-14,BATCH_23176,Whole grain loaf,seal_strength,0.99,pass
QC_503716,2025-01-03,BATCH_22015,High Energy Brown,seal_strength,1.0,pass
QC_503717,2025-05-07,BATCH_21092,Low GI Seed loaf,moisture,1.19,pass
QC_503718,2025-01-21,BATCH_21537,High Energy Brown,seal_strength,0.93,fail
QC_503719,2025-01-05,BATCH_24986,High Energy Brown,temperature,1.08,pass
QC_503720,2025-04-14,BATCH_24358,Whole grain loaf,moisture,0.9,fail
QC_503721,2025-02-12,BATCH_20635,Whole grain loaf,temperature,0.96,pass
QC_503722,2025-04-15,BATCH_24435,Whole grain loaf,weight,1.05,pass
QC_503723,2025-07-17,BATCH_20998,Whole grain loaf,seal_strength,0.99,pass
QC_503724,2025-01-26,BATCH_21221,Whole grain loaf,seal_strength,1.01,pass
QC_503725,2025-06-11,BATCH_25566,High Energy Brown,temperature,1.18,pass
QC_503726,2025-06-23,BATCH_20825,Soft white,temperature,1.1,pass
QC_503727,2025-04-13,BATCH_22863,Whole grain loaf,temperature,1.13,pass
QC_503728,2025-06-22,BATCH_24652,High Energy Brown,weight,0.94,fail
QC_503729,2025-03-15,BATCH_21440,Whole grain loaf,seal_strength,1.06,pass
QC_503730,2025-05-17,BATCH_24294,High Energy Brown,temperature,0.89,fail
QC_503731,2025-03-03,BATCH_20897,Soft white,temperature,0.98,pass
QC_503732,2025-07-07,BATCH_25828,Soft white,moisture,1.19,pass
QC_503733,2025-04-23,BATCH_20988,Soft white,weight,1.2,pass
QC_503734,2025-04-24,BATCH_24319,Soft white,weight,0.94,fail
QC_503735,2025-03-12,BATCH_22085,High Energy Brown,seal_strength,1.05,pass
QC_503736,2025-01-28,BATCH_25705,Low GI Seed loaf,temperature,1.11,pass
QC_503737,2025-02-20,BATCH_24590,High Energy Brown,weight,1.12,pass
QC_503738,2025-02-08,BATCH_22112,Soft white,temperature,0.87,fail
QC_503739,2025-05-16,BATCH_22562,High Energy Brown,seal_strength,1.15,pass
QC_503740,2025-06-05,BATCH_25691,Low GI Seed loaf,seal_strength,1.05,pass
QC_503741,2025-02-26,BATCH_24950,Soft white,temperature,1.03,pass
QC_503742,2025-01-06,BATCH_25006,Whole grain loaf,moisture,1.03,pass
QC_503743,2025-03-10,BATCH_20143,Soft white,seal_strength,0.96,pass
QC_503744,2025-03-14,BATCH_20319,Soft white,temperature,1.0,pass
QC_503745,2025-01-28,BATCH_21442,Soft white,temperature,1.17,pass
QC_503746,2025-01-19,BATCH_23223,High Energy Brown,moisture,1.18,pass
QC_503747,2025-02-28,BATCH_25960,Whole grain loaf,temperature,0.94,fail
QC_503748,2025-06-14,BATCH_21926,Soft white,seal_strength,1.14,pass
QC_503749,2025-06-20,BATCH_20653,High Energy Brown,moisture,0.85,fail
QC_503750,2025-01-11,BATCH_20898,Soft white,weight,1.2,pass
QC_503751,2025-06-26,BATCH_21438,Whole grain loaf,seal_strength,1.03,pass
QC_503752,2025-05-03,BATCH_25969,High Energy Brown,seal_strength,1.01,pass
QC_503753,2025-06-17,BATCH_23631,Whole grain loaf,seal_strength,0.86,fail
QC_503754,2025-07-15,BATCH_25312,Whole grain loaf,seal_strength,0.9,fail
QC_503755,2025-02-22,BATCH_24725,Soft white,moisture,0.82,fail
QC_503756,2025-03-07,BATCH_24098,Soft white,weight,1.03,pass
QC_503757,2025-01-11,BATCH_23083,Low GI Seed loaf,moisture,0.95,pass
QC_503758,2025-02-12,BATCH_24579,Soft white,weight,1.18,pass
QC_503759,2025-07-26,BATCH_24243,Soft white,temperature,0.97,pass
QC_503760,2025-03-14,BATCH_21680,Whole grain loaf,weight,0.85,fail
QC_503761,2025-05-09,BATCH_24212,Low GI Seed loaf,seal_strength,0.89,fail
QC_503762,2025-05-22,BATCH_25807,High Energy Brown,seal_strength,0.96,pass
QC_503763,2025-06-21,BATCH_23463,Low GI Seed loaf,seal_strength,1.1,pass
QC_503764,2025-01-17,BATCH_22951,Low GI Seed loaf,temperature,0.88,fail
QC_503765,2025-07-25,BATCH_20732,Whole grain loaf,moisture,0.84,fail
QC_503766,2025-04-18,BATCH_24405,Soft white,seal_strength,0.85,fail
QC_503767,2025-03-02,BATCH_22836,High Energy Brown,weight,0.83,fail
QC_503768,2025-04-18,BATCH_23979,High Energy Brown,temperature,1.09,pass
QC_503769,2025-07-05,BATCH_21776,Soft white,seal_strength,0.83,fail
QC_503770,2025-04-17,BATCH_24852,Low GI Seed loaf,moisture,1.1,pass
QC_503771,2025-01-13,BATCH_24613,Whole grain loaf,temperature,0.91,fail
QC_503772,2025-05-03,BATCH_22206,Whole grain loaf,seal_strength,0.87,fail
QC_503773,2025-05-01,BATCH_25766,Low GI Seed loaf,seal_strength,0.83,fail
QC_503774,2025-04-21,BATCH_24001,High Energy Brown,weight,1.0,pass
QC_503775,2025-06-14,BATCH_24008,High Energy Brown,moisture,0.81,fail
QC_503776,2025-01-23,BATCH_20049,Soft white,weight,0.82,fail
QC_503777,2025-03-23,BATCH_22015,Whole grain loaf,temperature,0.83,fail
QC_503778,2025-02-24,BATCH_23289,Soft white,temperature,1.17,pass
QC_503779,2025-02-18,BATCH_22492,Low GI Seed loaf,seal_strength,0.82,fail
QC_503780,2025-01-18,BATCH_20752,Low GI Seed loaf,moisture,1.17,pass
QC_503781,2025-01-17,BATCH_25877,Soft white,temperature,0.82,fail
QC_503782,2025-06-12,BATCH_24313,High Energy Brown,temperature,0.84,fail
QC_503783,2025-07-05,BATCH_20385,High Energy Brown,seal_strength,0.85,fail
QC_503784,2025-06-20,BATCH_24574,Soft white,seal_strength,1.02,pass
QC_503785,2025-05-19,BATCH_21646,High Energy Brown,moisture,1.19,pass
QC_503786,2025-04-15,BATCH_22325,Soft white,weight,0.84,fail
QC_503787,2025-07-13,BATCH_24638,Low GI Seed loaf,moisture,0.81,fail
QC_503788,2025-04-27,BATCH_21705,Low GI Seed loaf,moisture,0.83,fail
QC_503789,2025-07-13,BATCH_20948,Whole grain loaf,weight,0.85,fail
QC_503790,2025-06-06,BATCH_24207,Soft white,moisture,1.08,pass
QC_503791,2025-07-12,BATCH_24029,Low GI Seed loaf,weight,0.93,fail
QC_503792,2025-04-25,BATCH_20498,Whole grain loaf,moisture,1.11,pass
QC_503793,2025-05-14,BATCH_25566,Soft white,weight,1.17,pass
QC_503794,2025-03-03,BATCH_25792,Low GI Seed loaf,weight,0.87,fail
QC_503795,2025-06-20,BATCH_20787,High Energy Brown,weight,1.19,pass
QC_503796,2025-02-15,BATCH_24821,Whole grain loaf,weight,0.89,fail
QC_503797,2025-05-20,BATCH_23404,Soft white,moisture,0.86,fail
QC_503798,2025-01-15,BATCH_24978,Low GI Seed loaf,moisture,0.82,fail
QC_503799,2025-07-27,BATCH_22927,Soft white,moisture,0.93,fail
QC_503800,2025-03-05,BATCH_24431,Soft white,weight,1.02,pass
QC_503801,2025-07-05,BATCH_23913,High Energy Brown,moisture,1.16,pass
QC_503802,2025-05-28,BATCH_23832,Low GI Seed loaf,weight,1.08,pass
